Year,Tag File,NFish,Tag ID,SpRRT,Length,Mark Site,Release Site,Total RKM,Release Date,Obs Site,Obs Time,Stage,Travel Days,NotFirst,Min Time,Max Time,Location Days
2021,WSF-2018-304-MKN.XML,13,3DD.0077BC626B,11W,93,WARMSR,WARMSR,791,2018-10-31,WSH,2021-05-14 22:20:55,A ,926.49,,2021-05-14 22:20:55,2021-06-01 16:32:09,17.76
2021,WSF-2018-313-WSH.XML,61,3DD.0077B6C4D1,11W,77,WSPH,WARMSR,482,2018-11-09,WSH,2021-05-15 06:14:53,A ,917.81,,2021-05-15 06:14:53,2021-05-15 06:49:01,0.02
2021,WSF-2018-303-MKN.XML.DART1,25,3DD.0077AE2B3B,11W,88,WARMSR,WARMSR,791,2018-10-30,WSH,2021-05-15 14:04:19,A ,928.20,,2021-05-15 14:04:19,2021-05-18 22:24:25,3.35
2021,WSF-2018-324-WSH.XML,45,3DD.0077ADD88F,11W,84,WSPH,WARMSR,482,2018-11-20,WSH,2021-05-24 00:35:33,A ,915.55,,2021-05-24 00:35:33,2021-06-13 18:48:07,20.76
2021,WSF-2019-303-BVR.XML,15,3DD.0077508771,11W,99,WARMSR,WARMSR,464,2019-10-30,WSH,2021-10-03 00:21:44,A ,703.43,,2021-10-03 00:21:44,2021-10-03 00:30:56,0.01
2021,WSF-2019-302-BVR.XML,32,3DD.0077522E56,11W,90,WARMSR,WARMSR,464,2019-10-29,WSH,2021-10-19 03:11:09,A ,720.72,,2021-10-19 03:11:09,2021-10-19 16:06:34,0.54
2021,JAR-2019-036-WS1.XML,2097,3DD.003D4337AB,11H,108,WSPH,WSPH,479,2019-04-03,WSH,2021-05-09 01:52:22,A ,766.41,,2021-05-09 01:52:22,2021-05-09 03:37:40,0.07
2021,JAR-2019-036-WS1.XML,2097,3DD.003D43343D,11H,,WSPH,WSPH,479,2019-04-03,WSH,2021-05-11 02:06:00,A ,768.42,,2021-05-11 02:06:00,2021-05-11 02:18:54,0.01
2021,JAR-2019-037-WS3.XML,5741,3DD.003BF2FC83,11H,116,WSPH,WSPH,479,2019-04-05,WSH,2021-05-12 10:40:37,A ,767.99,,2021-05-12 10:40:37,2021-05-17 22:42:46,5.50
2021,JAR-2019-037-WS2.XML,1396,3DD.003D433A1B,11H,,WSPH,WSPH,479,2019-04-03,WSH,2021-05-13 03:58:32,A ,770.50,,2021-05-13 03:58:32,2021-05-13 04:34:55,0.03
2021,JAR-2019-037-WS3.XML,5741,3DD.003BF2FECA,11H,,WSPH,WSPH,479,2019-04-05,WSH,2021-05-13 18:15:45,A ,769.30,,2021-05-13 18:15:45,2021-05-14 11:54:28,0.74
